u,v,highway,lanes,maxspeed,length,geometry
42435451,42435456,residential,1,25,128.59532359752274,"LINESTRING (-73.9985901 40.7171177, -73.9985323 40.7172148, -73.9979696 40.7181135, -73.9979682 40.7181156, -73.9979382 40.7181633)"
42435456,42445612,residential,1,25,75.52574036449893,"LINESTRING (-73.9979382 40.7181633, -73.9979833 40.7181787, -73.9979942 40.7181824, -73.9984045 40.7183225, -73.9986861 40.7184197, -73.9987523 40.7184469)"
42435456,42435470,residential,1,25,141.25323326656977,"LINESTRING (-73.9979382 40.7181633, -73.9979134 40.7182017, -73.9979024 40.7182187, -73.99774 40.71847, -73.997559 40.718794, -73.997373 40.719169, -73.9973304 40.7192635, -73.9972995 40.7193363)"
42435470,42432282,secondary,1,25,76.14271641246592,"LINESTRING (-73.9972995 40.7193363, -73.9972398 40.7193164, -73.9965453 40.7190874, -73.9965405 40.7190858, -73.9964715 40.7190623)"
42435470,42432174,residential,1,25,135.29534271709554,"LINESTRING (-73.9972995 40.7193363, -73.9972718 40.719402, -73.9968768 40.7204025, -73.9968631 40.7204371, -73.9968377 40.7205016)"
42435477,1918039869,residential,1,25,180.95172912292495,"LINESTRING (-73.9957075 40.7233679, -73.9956803 40.7234235, -73.9956298 40.7235292, -73.9955011 40.7237959, -73.9953556 40.7240646, -73.9953435 40.7240884, -73.9953253 40.7241232, -73.995007 40.7247631, -73.9949847 40.7248112, -73.9949482 40.7248899)"
42435477,42445498,residential,1,25,72.99292558476023,"LINESTRING (-73.9957075 40.7233679, -73.9957685 40.7233931, -73.9963147 40.7236282, -73.9963748 40.7236534, -73.9964625 40.7236896)"
42435491,42445511,primary,4,25,35.768288629013114,"LINESTRING (-73.9948867 40.7250225, -73.9949392 40.7250424, -73.9951571 40.7251195, -73.9952749 40.7251518)"
42435491,1692433914,residential,1,25,98.05068418666878,"LINESTRING (-73.9948867 40.7250225, -73.9948513 40.7250987, -73.9948303 40.725144, -73.9945236 40.7257563, -73.9945047 40.7257927, -73.9944754 40.7258473)"
42435534,42432091,residential,1,25,66.41781850797587,"LINESTRING (-73.9842443 40.716952, -73.984268 40.7169048, -73.9844001 40.716653, -73.9844835 40.716494, -73.9845039 40.7164552, -73.9845346 40.7163967)"
42435534,42427340,residential,1,25,77.73932695351907,"LINESTRING (-73.9842443 40.716952, -73.9841679 40.7169249, -73.9835532 40.7167377, -73.9834843 40.7167167, -73.9833893 40.71669)"
42435538,11038072433,residential,1,25,175.08715383987547,"LINESTRING (-73.9825651 40.7164371, -73.9826004 40.7163681, -73.9828615 40.7158586, -73.983286 40.7150498, -73.9833262 40.714972)"
42435910,42437124,residential,1,25,81.04036392719732,"LINESTRING (-73.9971151 40.7128003, -73.9970997 40.7127448, -73.9969473 40.7121677, -73.9969414 40.7121371, -73.9969423 40.7121091, -73.9969466 40.7120847)"
42435910,42431990,residential,2,25,74.27240709174245,"LINESTRING (-73.9971151 40.7128003, -73.9971793 40.712795, -73.9978476 40.7127396, -73.9979069 40.7127347, -73.9979907 40.7127254)"
42435910,42435916,residential,2,25,225.19384615178816,"LINESTRING (-73.9971151 40.7128003, -73.9970616 40.7128048, -73.9962516 40.712875, -73.9959222 40.7129038, -73.9951743 40.7129675, -73.9945492 40.7130191, -73.9944601 40.7130272)"
42435916,42435910,residential,2,25,225.19384615178816,"LINESTRING (-73.9944601 40.7130272, -73.9945492 40.7130191, -73.9951743 40.7129675, -73.9959222 40.7129038, -73.9962516 40.712875, -73.9970616 40.7128048, -73.9971151 40.7128003)"
42435916,496707000,residential,2,25,29.60282866089122,"LINESTRING (-73.9944601 40.7130272, -73.9943797 40.713034, -73.9941106 40.7130535)"
42435916,42433539,residential,1,25,74.98045050739823,"LINESTRING (-73.9944601 40.7130272, -73.9944695 40.7130919, -73.9945069 40.7133434, -73.9945466 40.713611, -73.9945576 40.7136566, -73.9945699 40.713696)"
42435920,5706568658,residential,2,25,82.61894028587199,"LINESTRING (-73.9936348 40.7130924, -73.9932716 40.7131187, -73.9932525 40.7131203, -73.992741 40.7131625, -73.9926598 40.713169)"
42435920,496707000,residential,2,25,40.33507507527556,"LINESTRING (-73.9936348 40.7130924, -73.993669 40.7130897, -73.9941106 40.7130535)"
42435922,42435923,residential,1,25,191.43399885620605,"LINESTRING (-73.9923825 40.7131929, -73.9922808 40.713201, -73.9910554 40.7133029, -73.9902109 40.7133732, -73.9901247 40.7133803)"
42435922,42433545,primary,3,25,75.68504915769586,"LINESTRING (-73.9923825 40.7131929, -73.9923926 40.713265, -73.9924061 40.7133571, -73.9924646 40.7137313, -73.9924717 40.7137769, -73.9924861 40.713869)"
42435923,42435925,residential,1,25,129.41514868905952,"LINESTRING (-73.9901247 40.7133803, -73.9900418 40.7133872, -73.9887514 40.7134946, -73.988689 40.7134998, -73.9885984 40.7135073)"
42435923,7480301986,residential,1,25,75.23525847471106,"LINESTRING (-73.9901247 40.7133803, -73.990135 40.7134547, -73.9902058 40.7139649, -73.990218 40.7140532)"
42435925,42437768,residential,1,25,81.17629512402205,"LINESTRING (-73.9885984 40.7135073, -73.9885903 40.7134526, -73.9885047 40.7128659, -73.9884924 40.7127817)"
42435925,42435928,residential,1,25,128.6942792660066,"LINESTRING (-73.9885984 40.7135073, -73.9885126 40.7135144, -73.9871564 40.7136273, -73.9871143 40.7136308, -73.9870806 40.7136336)"
42435928,588455700,residential,1,25,157.3133106576758,"LINESTRING (-73.9870806 40.7136336, -73.9869582 40.7136438, -73.9866967 40.7136655, -73.9853005 40.7137816, -73.9852253 40.7137882)"
42435928,42433551,residential,1,25,76.43685125878378,"LINESTRING (-73.9870806 40.7136336, -73.9870927 40.7137089, -73.9871537 40.7140881, -73.987167 40.7141686, -73.987169 40.714234, -73.9871695 40.714317)"
42435931,588455701,secondary,2,25,47.342590671930445,"LINESTRING (-73.9850499 40.7138032, -73.9850681 40.7137267, -73.9850889 40.7136058, -73.9850968 40.7135196, -73.985104 40.7134326, -73.9851117 40.7133804)"
42435931,42433554,secondary,2,25,84.0111231426367,"LINESTRING (-73.9850499 40.7138032, -73.9850386 40.7138444, -73.9850273 40.7138855, -73.9850075 40.7139592, -73.9849722 40.7140522, -73.9849439 40.7141154, -73.9848916 40.7142147, -73.9848547 40.7142776, -73.9848401 40.7143025, -73.984765 40.7144207, -73.9847081 40.7145093)"
42436014,4629486879,trunk_link,1,25,34.95463417795913,"LINESTRING (-74.0080097 40.7232849, -74.0079345 40.7233836, -74.0078908 40.7234238, -74.0078467 40.723453, -74.0078189 40.7234664, -74.0077786 40.7234818, -74.0077224 40.7234955)"
42436014,4142105822,trunk,4,25,42.09437864458879,"LINESTRING (-74.0080097 40.7232849, -74.0079636 40.7235966, -74.0079501 40.7236607)"
42436017,42436021,residential,1,25,68.16875958584934,"LINESTRING (-74.0095375 40.7234416, -74.009635 40.7234516, -74.0103391 40.7235239)"
42436017,42436069,residential,1,25,72.58727622356268,"LINESTRING (-74.0095375 40.7234416, -74.0095486 40.7233783, -74.009641 40.7228516, -74.009651 40.7227945)"
42436021,42436024,residential,1,25,89.26026040041997,"LINESTRING (-74.0103391 40.7235239, -74.0108604 40.7235774, -74.0109803 40.7235897, -74.0111627 40.723607, -74.0111849 40.7236095, -74.0112316 40.7236145, -74.0112706 40.7236205, -74.0113112 40.723636, -74.0113424 40.7236548, -74.0113655 40.7236733)"
42436021,42445171,residential,1,25,72.97196551398773,"LINESTRING (-74.0103391 40.7235239, -74.0102385 40.7241011, -74.0102257 40.7241745)"
42436024,42445174,trunk,4,30,64.4329996136795,"LINESTRING (-74.0113655 40.7236733, -74.0112521 40.7241901, -74.01124 40.7242449)"
42436050,42430519,residential,1,25,73.54664880884276,"LINESTRING (-74.010475 40.7181403, -74.0104959 40.7180433, -74.0105203 40.7179299, -74.0105258 40.7179065, -74.0106177 40.7175193, -74.0106254 40.7174888)"
42436050,42436326,residential,1,25,132.24782215297694,"LINESTRING (-74.010475 40.7181403, -74.0104553 40.7181232, -74.0104309 40.7181101, -74.0104033 40.7181044, -74.0103765 40.7181014, -74.0094928 40.7179989, -74.0090618 40.7179488, -74.0089396 40.7179347)"
42436055,5812723035,residential,1,25,74.87861574135334,"LINESTRING (-74.0102334 40.7194733, -74.0102503 40.7193823, -74.0103385 40.7188787, -74.0103517 40.7188059)"
42436055,42436335,residential,1,25,131.6375444456972,"LINESTRING (-74.0102334 40.7194733, -74.0102136 40.7194578, -74.0101868 40.7194439, -74.0101639 40.719438, -74.0101471 40.7194358, -74.0101307 40.7194342, -74.0088198 40.7193077, -74.008699 40.719296)"
42436056,42436055,residential,1,25,73.03390870215708,"LINESTRING (-74.0101194 40.7201244, -74.0101355 40.720033, -74.0101835 40.7197591, -74.0102257 40.7195195, -74.0102334 40.7194733)"
42436056,4207143418,residential,2,25,164.25415798520825,"LINESTRING (-74.0101194 40.7201244, -74.0102272 40.7201355, -74.0107294 40.720187, -74.011397 40.7202524, -74.0117154 40.7202832, -74.0118278 40.720295, -74.0119094 40.7203039, -74.0120513 40.7203196)"
42436060,42434871,residential,1,25,81.1514707544216,"LINESTRING (-74.0098818 40.721468, -74.0098949 40.7213966, -74.0099969 40.7208298, -74.01001 40.7207447)"
42436060,42436308,residential,1,25,131.58542887950813,"LINESTRING (-74.0098818 40.721468, -74.0098376 40.7214707, -74.0098091 40.7214703, -74.0097693 40.721467, -74.009178 40.72141, -74.0084841 40.721343, -74.0084596 40.721341, -74.0084273 40.7213403, -74.0083916 40.7213432, -74.0083618 40.7213525, -74.0083381 40.7213636)"
42436064,42436060,residential,1,25,75.31474584657676,"LINESTRING (-74.0097659 40.7221396, -74.0097784 40.7220678, -74.0098665 40.7215596, -74.0098707 40.7215345, -74.0098818 40.721468)"
42436064,42440916,primary,1,25,67.3231234266677,"LINESTRING (-74.0097659 40.7221396, -74.009855 40.7221486, -74.0099059 40.7221537, -74.0104849 40.7222089, -74.0105584 40.7222159)"
42436069,42436340,residential,1,25,130.2087157445791,"LINESTRING (-74.009651 40.7227945, -74.0095653 40.7227862, -74.0087878 40.7227108, -74.0083229 40.7226644, -74.0082372 40.7226559, -74.0081187 40.7226441)"
42436069,42436064,residential,1,25,73.46259507001633,"LINESTRING (-74.009651 40.7227945, -74.0096638 40.7227217, -74.0097561 40.7221957, -74.0097659 40.7221396)"
42436073,42436017,residential,1,25,74.12076644463126,"LINESTRING (-74.0094239 40.7241026, -74.0094371 40.7240259, -74.0095264 40.7235063, -74.0095375 40.7234416)"
42436073,4142105811,residential,1,25,85.01980722299963,"LINESTRING (-74.0094239 40.7241026, -74.0093347 40.7240945, -74.0093129 40.7240925, -74.0090026 40.7240638, -74.0089167 40.724058, -74.0087744 40.7240498, -74.0086818 40.7240432, -74.0086678 40.724042, -74.0085987 40.7240362, -74.0085329 40.7240303, -74.0084794 40.724022, -74.0084234 40.7240104)"
42436083,4142105812,residential,1,25,10.289332914194581,"LINESTRING (-74.0092999 40.7247682, -74.0093084 40.7247243, -74.0093172 40.7246766)"
42436083,42440850,trunk,1,25,88.58548883695133,"LINESTRING (-74.0092999 40.7247682, -74.0093977 40.7248349, -74.0096559 40.7250124, -74.0097305 40.725061, -74.0098087 40.7251101, -74.0099398 40.7251926, -74.0099942 40.7252243, -74.0100977 40.7252865)"
42436083,42436088,residential,1,25,138.39430255714677,"LINESTRING (-74.0092999 40.7247682, -74.0092881 40.7248417, -74.0091615 40.7255893, -74.0091162 40.7258581, -74.009112 40.7258828, -74.0091055 40.725921, -74.0090892 40.7260025)"
42436088,42442288,residential,1,25,63.1055994114179,"LINESTRING (-74.0090892 40.7260025, -74.0089965 40.7259933, -74.0083464 40.7259304)"
42436088,42436093,residential,1,25,84.2583621925394,"LINESTRING (-74.0090892 40.7260025, -74.009078 40.7260666, -74.00896 40.7267539)"
42436093,42436097,residential,1,25,80.14594143092661,
42436093,42436359,residential,1,25,129.95995430844485,"LINESTRING (-74.00896 40.7267539, -74.0088702 40.7267454, -74.0075643 40.7266142, -74.0074309 40.7266017)"
42436097,42436100,residential,1,25,81.67106794696416,
42436100,42436369,residential,1,25,129.81599426656868,"LINESTRING (-74.0087206 40.7281978, -74.0086182 40.7281879, -74.0073402 40.7280634, -74.0071926 40.728049)"
42436100,42436109,residential,1,25,80.9683724680739,"LINESTRING (-74.0087206 40.7281978, -74.0086642 40.7285287, -74.0086158 40.7288015, -74.0086071 40.7288475, -74.0085913 40.7289193)"
42436109,42448568,tertiary,2,25,63.93146368092575,"LINESTRING (-74.0085913 40.7289193, -74.008698 40.7289304, -74.0087676 40.7289373, -74.0091754 40.7289775, -74.0092176 40.7289819, -74.0092502 40.7289835, -74.0093445 40.7289826)"
42436109,42436115,residential,1,25,81.63675790796023,"LINESTRING (-74.0085913 40.7289193, -74.0085718 40.7289957, -74.0084309 40.7295141, -74.0084169 40.7295673, -74.0083973 40.7296386)"
42436115,42436374,secondary,1,25,122.95914109323903,"LINESTRING (-74.0083973 40.7296386, -74.008293 40.729636, -74.0070899 40.7295207, -74.0069526 40.7294927)"
42436115,42436119,residential,1,25,81.76761013987102,"LINESTRING (-74.0083973 40.7296386, -74.0083777 40.7297014, -74.0082307 40.7302407, -74.0082163 40.7302931, -74.0081983 40.7303583)"
42436119,42456986,residential,1,25,75.74463332396078,"LINESTRING (-74.0081983 40.7303583, -74.0083084 40.7303688, -74.0089563 40.7304289, -74.0089724 40.7304304, -74.0090905 40.7304414)"
42436178,4149936245,residential,2,25,7.382566336575462,
42436178,4149936235,residential,1,25,41.968000042656364,"LINESTRING (-74.0139691 40.7070893, -74.0139463 40.7070808, -74.0138946 40.7070614, -74.0136295 40.7069559, -74.0135911 40.70695, -74.0135544 40.7069474, -74.0135153 40.7069507)"
42436181,42446622,residential,1,25,58.75904248983679,"LINESTRING (-74.0135999 40.7079832, -74.0134991 40.70795, -74.0130694 40.7078132, -74.0129583 40.7077766)"
42436181,4149936245,residential,2,25,96.77332211892733,"LINESTRING (-74.0135999 40.7079832, -74.0136198 40.7079376, -74.0139095 40.7072341, -74.0139213 40.7072054, -74.0139431 40.7071527)"
42436184,42452310,residential,1,25,77.35117302697277,"LINESTRING (-74.0132433 40.7087788, -74.0132631 40.7087719, -74.0132881 40.7087693, -74.0133145 40.7087699, -74.0133369 40.7087739, -74.0138504 40.7089951, -74.0139578 40.7090414, -74.0139989 40.7090601, -74.0140498 40.7090829)"
42436184,42436181,residential,1,25,93.43370253396745,"LINESTRING (-74.0132433 40.7087788, -74.0135821 40.7080233, -74.0135999 40.7079832)"
42436187,42436184,residential,1,25,42.04774565909003,"LINESTRING (-74.013089 40.7091384, -74.0131068 40.7090969, -74.0132433 40.7087788)"
42436192,42456888,unclassified,1,25,85.40736763235526,"LINESTRING (-74.0129792 40.7093852, -74.0129711 40.709365, -74.0129587 40.709348, -74.0129362 40.7093327, -74.0129105 40.7093221, -74.0122496 40.7090418, -74.0122272 40.7090346, -74.0122048 40.7090303, -74.0121631 40.7090292, -74.0121098 40.7090349)"
42436192,42436187,residential,1,25,28.96151370942808,"LINESTRING (-74.0129792 40.7093852, -74.0130548 40.7092153, -74.013089 40.7091384)"
42436202,4149936235,secondary,3,25,101.7927039866917,"LINESTRING (-74.0142958 40.7062776, -74.0142582 40.7063043, -74.0142157 40.7063264, -74.0141392 40.7063648, -74.0140644 40.7064001, -74.0140152 40.7064232, -74.0139605 40.7064545, -74.0139069 40.7064862, -74.0138693 40.7065137, -74.0138381 40.7065389, -74.0138066 40.7065704, -74.013752 40.7066329, -74.0136099 40.7068239, -74.0135614 40.7068888, -74.0135153 40.7069507)"
42436308,42424408,secondary,5,25,69.66337609549298,"LINESTRING (-74.0083381 40.7213636, -74.0082448 40.7218966, -74.0082309 40.7219848)"
42436313,42436060,residential,1,25,72.33689208009953,"LINESTRING (-74.0107345 40.7215342, -74.0106956 40.7215306, -74.0105943 40.7215216, -74.0104856 40.721511, -74.0099892 40.7214654, -74.0099364 40.721465, -74.0098818 40.721468)"
42436313,42440916,residential,1,25,78.66176834438639,"LINESTRING (-74.0107345 40.7215342, -74.0107093 40.7215456, -74.0106889 40.7215625, -74.0106748 40.7215824, -74.0106662 40.7216139, -74.0105716 40.7221419, -74.0105584 40.7222159)"
42436316,42436313,residential,1,25,90.55072738200502,"LINESTRING (-74.0117893 40.7215937, -74.0117613 40.7216121, -74.0117255 40.7216226, -74.011683 40.7216263, -74.0116311 40.7216219, -74.0107345 40.7215342)"
42436316,42440918,trunk,4,30,81.58075475187707,"LINESTRING (-74.0117893 40.7215937, -74.0116606 40.7222241, -74.0116409 40.7223187)"
42436322,42430571,secondary,1,25,82.55984779056826,"LINESTRING (-74.0091888 40.7161881, -74.0091826 40.7162683, -74.0091184 40.7168472, -74.0091078 40.716928)"
42436322,5812723036,residential,1,25,155.102539495057,"LINESTRING (-74.0091888 40.7161881, -74.0092979 40.7162401, -74.0095516 40.716355, -74.0106185 40.7168396, -74.0106879 40.7168718, -74.010766 40.7169068)"
42436326,42436327,secondary,1,25,38.04705140874464,"LINESTRING (-74.0089396 40.7179347, -74.0089269 40.7180064, -74.0088803 40.7182739)"
42436327,42436330,secondary,3,25,41.25568006752244,"LINESTRING (-74.0088803 40.7182739, -74.0088609 40.7183889, -74.008819 40.718642)"
42436327,42452816,residential,1,25,130.29769023176192,"LINESTRING (-74.0088803 40.7182739, -74.0087742 40.7182262, -74.0076408 40.7177163, -74.0075505 40.7176762)"
42436330,42436333,secondary,3,25,43.45820693684995,
42436333,42436335,secondary,3,25,29.963415240916426,"LINESTRING (-74.008747 40.719029, -74.0087098 40.7192362, -74.008699 40.719296)"
42436335,42453038,residential,1,25,149.58906430279052,"LINESTRING (-74.008699 40.719296, -74.0085909 40.7192851, -74.0071167 40.7191379, -74.0070871 40.7191317, -74.0070659 40.7191251, -74.0070396 40.7191118, -74.0069661 40.7190677)"
42436335,42436336,secondary,3,25,75.20001726119781,"LINESTRING (-74.008699 40.719296, -74.0086858 40.7193712, -74.0085939 40.7198958, -74.0085815 40.7199664)"
42436336,42424610,secondary,3,25,76.1484577847945,"LINESTRING (-74.0085815 40.7199664, -74.0085721 40.7200219, -74.0084819 40.7205495, -74.008466 40.7206456)"
42436336,42436056,residential,1,25,130.7925411634593,"LINESTRING (-74.0085815 40.7199664, -74.0087004 40.7199786, -74.0100306 40.7201153, -74.0101194 40.7201244)"
42436340,11659009136,trunk,5,25,66.13633189428225,"LINESTRING (-74.0081187 40.7226441, -74.0081074 40.7227103, -74.0080184 40.723234)"
42436340,42424408,residential,1,25,312.8927415299764,"LINESTRING (-74.0081187 40.7226441, -74.0080264 40.722635, -74.0079897 40.7226314, -74.0079665 40.7226291, -74.0068462 40.7225191, -74.0068068 40.7225148, -74.0067702 40.7225057, -74.0067447 40.7224915, -74.0067245 40.7224747, -74.0067065 40.7224534, -74.0066965 40.7224308, -74.0066881 40.7224022, -74.0066805 40.7223582, -74.0066758 40.7223028, -74.0066766 40.7222546, -74.0066821 40.7222015, -74.0067103 40.7220318, -74.0067185 40.7219961, -74.0067307 40.7219581, -74.0067462 40.7219251, -74.0067651 40.7218983, -74.0067853 40.7218794, -74.0068081 40.7218632, -74.0068374 40.721851, -74.0068696 40.7218442, -74.0069106 40.7218435, -74.007101 40.7218618, -74.0076796 40.72192, -74.0077405 40.7219277, -74.0077957 40.7219384, -74.0078952 40.7219657, -74.0079461 40.721974, -74.0080405 40.7219829, -74.0080912 40.7219852, -74.0081163 40.7219854, -74.0081489 40.7219844, -74.0081915 40.721983, -74.0082309 40.7219848)"
42436353,42436355,secondary,2,25,74.21657815619284,"LINESTRING (-74.007669 40.725192, -74.0076582 40.7252546, -74.0075676 40.7257792, -74.0075547 40.7258538)"
42436355,4616536351,residential,1,25,144.44964696683564,"LINESTRING (-74.0075547 40.7258538, -74.0074285 40.7258416, -74.0067426 40.725775, -74.0066451 40.7257657, -74.0059272 40.7256976, -74.0058541 40.7256907)"
42436355,42436359,secondary,2,25,83.81477404189509,"LINESTRING (-74.0075547 40.7258538, -74.0075452 40.7259079, -74.0074393 40.7265509, -74.0074309 40.7266017)"
42436359,42436364,secondary,2,25,81.45466108000146,"LINESTRING (-74.0074309 40.7266017, -74.0074194 40.726672, -74.007322 40.7272638, -74.0073112 40.7273286)"
42436364,42436369,secondary,2,25,80.72603990465201,"LINESTRING (-74.0073112 40.7273286, -74.0072984 40.7274038, -74.0072023 40.7279904, -74.0071926 40.728049)"
42436364,42436097,residential,1,25,129.93764506045838,"LINESTRING (-74.0073112 40.7273286, -74.0074347 40.7273404, -74.0086738 40.7274545, -74.0087368 40.72746, -74.008842 40.7274691)"
42436369,42436371,secondary,2,25,80.36763966391752,"LINESTRING (-74.0071926 40.728049, -74.0071805 40.7281228, -74.0071019 40.7285996, -74.007086 40.7286961, -74.0070745 40.7287662)"
42436369,42455200,residential,1,25,149.9778369097061,"LINESTRING (-74.0071926 40.728049, -74.0070795 40.7280382, -74.0055813 40.7278953, -74.0054267 40.7278806)"
42436371,42436109,tertiary,2,25,128.96712231124312,"LINESTRING (-74.0070745 40.7287662, -74.0072206 40.7287875, -74.008422 40.7289049, -74.0084934 40.7289119, -74.0085913 40.7289193)"
42436371,42436374,secondary,2,25,81.43364990593868,"LINESTRING (-74.0070745 40.7287662, -74.0070629 40.7288354, -74.0069642 40.7294235, -74.0069526 40.7294927)"
42436374,8648032265,secondary,1,20,100.67394954828264,"LINESTRING (-74.0069526 40.7294927, -74.0068557 40.729484, -74.0061177 40.7294177, -74.0057654 40.7293914)"
42436374,42436377,secondary,2,25,81.87980564019801,"LINESTRING (-74.0069526 40.7294927, -74.0069419 40.7295612, -74.0068726 40.7300324, -74.0068471 40.7301741, -74.0068382 40.7302239)"
42436377,42436119,residential,1,25,115.58332490563605,"LINESTRING (-74.0068382 40.7302239, -74.00698 40.7302415, -74.0080736 40.730347, -74.008102 40.7303498, -74.0081983 40.7303583)"
42436563,8310246627,residential,1,25,16.13579985057296,"LINESTRING (-73.9899392 40.7112188, -73.9898705 40.7112775, -73.9898147 40.711329)"
42436563,42437481,residential,1,30,175.86151543506867,"LINESTRING (-73.9899392 40.7112188, -73.9900289 40.7112058, -73.9902423 40.7111444, -73.9908691 40.7110739, -73.9910093 40.7110581, -73.9911657 40.7110405, -73.9912513 40.7110299, -73.9913892 40.7110131, -73.9918916 40.7109537, -73.9919892 40.7109437)"
42436567,592484776,residential,1,25,99.26349368557422,"LINESTRING (-74.0058148 40.7250234, -74.0057454 40.7250169, -74.0055033 40.7249928, -74.0047294 40.7249209, -74.0046459 40.7249131)"
42436567,42424864,primary,2,25,68.54630734569477,"LINESTRING (-74.0058148 40.7250234, -74.0058273 40.7249575, -74.0058637 40.7247515, -74.0059188 40.7244737, -74.0059302 40.7244132)"
42436763,42430136,residential,1,25,128.3200520742341,"LINESTRING (-74.0044383 40.7227332, -74.0044889 40.7226722, -74.0047102 40.7224088, -74.0049885 40.7220957, -74.0050115 40.7220744, -74.0050347 40.7220602, -74.0050648 40.7220549, -74.0050912 40.7220597, -74.0051142 40.7220709, -74.0051791 40.7221111, -74.005244 40.7221512, -74.0052791 40.7221726, -74.0053065 40.7221968, -74.0053268 40.722224, -74.0053408 40.722276)"
42436763,42452026,residential,1,25,68.54759291522929,"LINESTRING (-74.0044383 40.7227332, -74.0043752 40.7227013, -74.0038555 40.7224309, -74.003768 40.722384)"
42436770,42430143,primary,4,25,83.41413577409809,"LINESTRING (-74.0038418 40.7234576, -74.0039114 40.7234706, -74.0045853 40.7235927, -74.0046479 40.7236044, -74.0048039 40.7236339)"
42436770,42436763,residential,1,25,95.01758734977535,"LINESTRING (-74.0038418 40.7234576, -74.0038931 40.7233932, -74.0043749 40.7228249, -74.004405 40.7227734, -74.0044383 40.7227332)"
42436779,42432135,residential,1,25,158.32851284672458,"LINESTRING (-74.002619 40.72488, -74.0026624 40.724829, -74.003565 40.7237769, -74.0036008 40.723737, -74.0036454 40.7236874)"
42436784,42436779,residential,1,25,162.64111591599854,"LINESTRING (-74.0015958 40.7261202, -74.0016299 40.7260796, -74.0025615 40.7249492, -74.002619 40.72488)"
42436784,42439530,residential,1,25,76.10328441407344,"LINESTRING (-74.0015958 40.7261202, -74.0016576 40.7261508, -74.0022929 40.7264663, -74.0023512 40.7264953)"
42436788,1919595918,residential,1,25,15.078103442921412,
42436788,42439533,primary,3,25,77.52208518628198,"LINESTRING (-74.0005803 40.7273529, -74.0006477 40.7273861, -74.0012769 40.7276961, -74.0013516 40.7277329)"
42436793,1692433932,residential,1,25,166.60769133749875,"LINESTRING (-73.9986042 40.729686, -73.9986419 40.7296415, -73.9996302 40.7284748, -73.9996723 40.7284251)"
42436793,42439537,residential,1,25,76.43804179757882,"LINESTRING (-73.9986042 40.729686, -73.9986558 40.7297113, -73.999308 40.7300316, -73.9993655 40.7300598)"
42436796,42436793,residential,1,25,80.90472341067323,"LINESTRING (-73.9980762 40.7302937, -73.9981197 40.7302436, -73.9985626 40.7297339, -73.9986042 40.729686)"
42436796,42452396,residential,1,25,71.97845621569553,"LINESTRING (-73.9980762 40.7302937, -73.9980152 40.7302615, -73.9974698 40.729998, -73.9973576 40.7299438)"
42436848,42430205,residential,1,25,67.00218153677969,"LINESTRING (-74.00102 40.730246, -74.0010576 40.7302649, -74.0015664 40.7305214, -74.0017 40.7305503)"
42436968,42448563,secondary,3,25,26.11630532863026,"LINESTRING (-74.0052872 40.7288513, -74.0053138 40.7286746, -74.0053218 40.7286179)"
42436971,42436974,residential,1,30,59.22394060616649,"LINESTRING (-73.9837964 40.7107814, -73.9838198 40.7107935, -73.9838373 40.7108106, -73.9838441 40.7108257, -73.9838469 40.7108396, -73.9838985 40.711197, -73.983906 40.711251, -73.9839123 40.7112964)"
42436971,42438531,secondary,1,25,76.8075823066179,"LINESTRING (-73.9837964 40.7107814, -73.984066 40.7107689, -73.9844602 40.7107482, -73.9845693 40.7107396, -73.984704 40.7107237)"
42436974,42432002,residential,1,25,25.078917609408222,"LINESTRING (-73.9839123 40.7112964, -73.9838547 40.7113004, -73.983616 40.711317)"
42437067,42437071,residential,1,25,75.45832673658079,"LINESTRING (-73.9833967 40.7185765, -73.983463 40.7185964, -73.9841597 40.718805, -73.9842294 40.7188259)"
42437067,42429806,residential,1,25,137.06604668328822,"LINESTRING (-73.9833967 40.7185765, -73.9834232 40.7185261, -73.983973 40.7174776, -73.9839974 40.717431)"
42437071,42437074,residential,1,25,76.8111201206763,"LINESTRING (-73.9842294 40.7188259, -73.985012 40.7190632, -73.9850756 40.7190825)"
42437074,42437078,residential,1,25,76.09772084522777,"LINESTRING (-73.9850756 40.7190825, -73.9851373 40.7191012, -73.9858471 40.7193165, -73.9859139 40.7193368)"
42437074,42432075,residential,1,25,138.18843537046214,"LINESTRING (-73.9850756 40.7190825, -73.9850507 40.71913, -73.9844948 40.7201895, -73.9844697 40.7202373)"
42437078,486868138,residential,1,25,145.3913296757757,"LINESTRING (-73.9859139 40.7193368, -73.985939 40.7192875, -73.9864711 40.7182701, -73.9864854 40.7182299, -73.9865259 40.7181153)"
42437078,42437082,residential,1,25,76.2115803679312,"LINESTRING (-73.9859139 40.7193368, -73.9859799 40.7193568, -73.9866804 40.7195692, -73.9867535 40.7195914)"
42437082,42432071,residential,1,25,138.11500476430757,"LINESTRING (-73.9867535 40.7195914, -73.9867253 40.7196459, -73.9861819 40.7207001, -73.986157 40.7207483)"
42437082,42437084,residential,1,25,71.76598611540727,"LINESTRING (-73.9867535 40.7195914, -73.986816 40.7196104, -73.9874216 40.719794, -73.9875441 40.7198312)"
42437084,42432068,primary,2,25,138.072521407168,"LINESTRING (-73.9875441 40.7198312, -73.9875148 40.7198854, -73.986974 40.7209373, -73.986948 40.7209878)"
